Time [mm:ss]	UTC Time [hh:mm:ss]	T [°C]	Hu5 [%]	T Molybdenum [°C]
80:53.6     	13:10:18.6         	-54.57	5.33   	-51.46
80:54.6     	13:10:19.6         	-54.45	5.21   	-51.59
80:55.5     	13:10:20.5         	-54.39	5.09   	-51.67
80:56.3     	13:10:21.3         	-54.40	5.04   	-51.33
80:57.2     	13:10:22.2         	-54.38	5.20   	-51.11
80:58.1     	13:10:23.1         	-54.33	5.26   	-51.03
80:59.0     	13:10:24.0         	-54.26	5.22   	-51.12
81:00.0     	13:10:25.0         	-54.21	5.08   	-51.34
81:00.9     	13:10:25.9         	-54.18	4.91   	-51.47
81:01.8     	13:10:26.8         	-54.27	4.86   	-51.40
81:02.7     	13:10:27.7         	-54.31	4.89   	-51.33
81:03.6     	13:10:28.6         	-54.34	4.91   	-51.31
81:04.4     	13:10:29.4         	-54.36	4.90   	-51.21
81:05.3     	13:10:30.3         	-54.36	4.93   	-51.21
81:06.2     	13:10:31.2         	-54.32	4.85   	-51.33
81:07.1     	13:10:32.1         	-54.25	4.70   	-51.49
81:08.0     	13:10:33.0         	-54.20	4.54   	-51.67
81:08.9     	13:10:33.9         	-54.19	4.42   	-51.72
81:09.8     	13:10:34.8         	-54.21	4.39   	-51.64
81:10.7     	13:10:35.7         	-54.23	4.43   	-51.40
81:11.6     	13:10:36.6         	-54.27	4.56   	-51.11
81:12.4     	13:10:37.4         	-54.30	4.71   	-50.89
81:13.3     	13:10:38.3         	-54.34	4.82   	-50.72
81:14.3     	13:10:39.3         	-54.40	4.92   	-50.56
81:15.2     	13:10:40.2         	-54.44	5.00   	-50.49
81:16.1     	13:10:41.1         	-54.47	5.02   	-50.35
81:17.0     	13:10:42.0         	-54.46	5.06   	-50.31
81:17.9     	13:10:42.9         	-54.45	5.02   	-50.42
81:18.8     	13:10:43.8         	-54.40	4.87   	-50.64
81:19.7     	13:10:44.7         	-54.38	4.69   	-50.91
81:20.5     	13:10:45.5         	-54.36	4.50   	-51.11
81:21.4     	13:10:46.4         	-54.35	4.37   	-51.23
81:22.3     	13:10:47.3         	-54.35	4.27   	-51.31
81:23.2     	13:10:48.2         	-54.35	4.22   	-51.39
81:24.1     	13:10:49.1         	-54.37	4.17   	-51.42
81:25.0     	13:10:50.0         	-54.39	4.15   	-51.36
81:25.9     	13:10:50.9         	-54.42	4.17   	-51.19
81:26.9     	13:10:51.9         	-54.43	4.26   	-50.91
81:27.8     	13:10:52.8         	-54.45	4.39   	-50.81
81:28.6     	13:10:53.6         	-54.49	4.43   	-50.74
81:29.5     	13:10:54.5         	-54.52	4.46   	-50.62
81:30.4     	13:10:55.4         	-54.51	4.49   	-50.51
81:31.3     	13:10:56.3         	-54.50	4.52   	-50.45
81:32.2     	13:10:57.2         	-54.49	4.52   	-50.40
81:33.1     	13:10:58.1         	-54.47	4.51   	-50.32
81:34.0     	13:10:59.0         	-54.44	4.51   	-50.22
81:34.9     	13:10:59.9         	-54.39	4.50   	-50.22
81:35.8     	13:11:00.8         	-54.35	4.45   	-50.31
81:36.6     	13:11:01.6         	-54.30	4.34   	-50.38
81:37.5     	13:11:02.5         	-54.23	4.24   	-50.52
81:38.4     	13:11:03.4         	-54.16	4.10   	-50.73
81:39.3     	13:11:04.3         	-54.05	3.93   	-50.75
81:40.3     	13:11:05.3         	-54.01	3.90   	-50.58
81:41.2     	13:11:06.2         	-53.95	3.93   	-50.31
81:42.1     	13:11:07.1         	-53.82	3.98   	-50.18
81:43.0     	13:11:08.0         	-53.70	3.96   	-50.12
81:43.9     	13:11:08.9         	-53.57	3.93   	-50.18
81:44.7     	13:11:09.7         	-53.57	3.84   	-50.33
81:45.6     	13:11:10.6         	-53.52	3.73   	-50.57
81:46.6     	13:11:11.6         	-53.48	3.59   	-50.79
81:47.4     	13:11:12.4         	-53.43	3.46   	-50.91
81:48.3     	13:11:13.3         	-53.40	3.38   	-51.09
81:49.2     	13:11:14.2         	-53.37	3.28   	-51.18
81:50.1     	13:11:15.1         	-53.32	3.22   	-51.26
81:51.0     	13:11:16.0         	-53.30	3.17   	-51.33
81:51.9     	13:11:16.9         	-53.30	3.14   	-51.35
81:52.7     	13:11:17.7         	-53.46	3.16   	-51.23
81:53.7     	13:11:18.7         	-53.46	3.23   	-51.12
81:54.7     	13:11:19.7         	-53.50	3.28   	-51.04
81:55.5     	13:11:20.5         	-53.50	3.29   	-51.07
81:56.4     	13:11:21.4         	-53.51	3.26   	-51.18
81:57.3     	13:11:22.3         	-53.49	3.20   	-51.25
81:58.2     	13:11:23.2         	-53.48	3.16   	-51.31
81:59.1     	13:11:24.1         	-53.48	3.12   	-51.36
82:00.0     	13:11:25.0         	-53.52	3.12   	-51.30
82:00.9     	13:11:25.9         	-53.51	3.14   	-51.12
82:01.8     	13:11:26.8         	-53.47	3.18   	-51.03
82:02.7     	13:11:27.7         	-53.44	3.19   	-51.04
82:03.5     	13:11:28.5         	-53.41	3.16   	-51.12
82:04.4     	13:11:29.4         	-53.41	3.13   	-51.13
82:05.3     	13:11:30.3         	-53.45	3.13   	-51.12
82:06.2     	13:11:31.2         	-53.51	3.15   	-50.99
82:07.1     	13:11:32.1         	-53.56	3.21   	-50.81
82:08.0     	13:11:33.0         	-53.60	3.29   	-50.50
82:09.0     	13:11:34.0         	-53.60	3.40   	-50.29
82:09.9     	13:11:34.9         	-53.62	3.48   	-50.08
82:10.8     	13:11:35.8         	-53.61	3.55   	-49.96
82:11.7     	13:11:36.7         	-53.59	3.56   	-50.07
82:12.5     	13:11:37.5         	-53.60	3.49   	-50.19
82:13.4     	13:11:38.4         	-53.58	3.41   	-50.38
82:14.4     	13:11:39.4         	-53.58	3.32   	-50.62
82:15.2     	13:11:40.2         	-53.59	3.23   	-50.79
82:16.1     	13:11:41.1         	-53.65	3.19   	-50.79
82:17.0     	13:11:42.0         	-53.76	3.22   	-50.60
82:17.9     	13:11:42.9         	-53.83	3.32   	-50.31
82:18.8     	13:11:43.8         	-53.86	3.39   	-50.31
82:19.7     	13:11:44.7         	-53.86	3.40   	-50.32
82:20.5     	13:11:45.5         	-53.84	3.37   	-50.43
82:21.4     	13:11:46.4         	-53.81	3.29   	-50.59
82:22.5     	13:11:47.5         	-53.80	3.21   	-50.79
82:23.3     	13:11:48.3         	-53.81	3.15   	-50.79
82:24.2     	13:11:49.2         	-53.91	3.18   	-50.51
82:25.1     	13:11:50.1         	-53.97	3.31   	-50.26
82:26.0     	13:11:51.0         	-53.95	3.38   	-50.30
82:26.9     	13:11:51.9         	-53.91	3.31   	-50.51
82:27.8     	13:11:52.8         	-53.84	3.19   	-50.77
82:28.6     	13:11:53.6         	-53.80	3.07   	-50.96
82:29.5     	13:11:54.5         	-53.80	3.01   	-50.96
82:30.5     	13:11:55.5         	-53.86	3.03   	-50.73
82:31.3     	13:11:56.3         	-53.89	3.12   	-50.34
82:32.2     	13:11:57.2         	-53.90	3.26   	-50.13
82:33.1     	13:11:58.1         	-53.87	3.31   	-49.87
82:34.0     	13:11:59.0         	-53.83	3.39   	-49.71
82:34.9     	13:11:59.9         	-53.82	3.43   	-49.56
82:35.9     	13:12:00.9         	-53.80	3.47   	-49.49
82:36.8     	13:12:01.8         	-53.82	3.49   	-49.43
82:37.7     	13:12:02.7         	-53.84	3.50   	-49.60
82:38.6     	13:12:03.6         	-53.83	3.40   	-49.91
82:39.4     	13:12:04.4         	-53.78	3.22   	-50.19
82:40.3     	13:12:05.3         	-53.71	3.08   	-50.41
82:41.2     	13:12:06.2         	-53.67	2.97   	-50.63
82:42.1     	13:12:07.1         	-53.65	2.88   	-50.75
82:43.0     	13:12:08.0         	-53.65	2.83   	-50.90
82:43.9     	13:12:08.9         	-53.70	2.79   	-50.96
82:44.8     	13:12:09.8         	-53.72	2.77   	-51.03
82:45.7     	13:12:10.7         	-53.74	2.75   	-51.12
82:46.6     	13:12:11.6         	-53.80	2.75   	-51.04
82:47.4     	13:12:12.4         	-53.90	2.81   	-50.83
82:48.3     	13:12:13.3         	-53.95	2.89   	-50.56
82:49.2     	13:12:14.2         	-53.95	2.98   	-50.42
82:50.1     	13:12:15.1         	-53.94	3.02   	-50.44
82:51.1     	13:12:16.1         	-53.85	2.95   	-50.61
82:52.0     	13:12:17.0         	-53.75	2.84   	-50.84
82:52.9     	13:12:17.9         	-53.70	2.75   	-50.80
82:53.8     	13:12:18.8         	-53.68	2.77   	-50.53
82:54.7     	13:12:19.7         	-53.70	2.86   	-50.22
82:55.5     	13:12:20.5         	-53.72	2.97   	-49.91
82:56.4     	13:12:21.4         	-53.75	3.08   	-49.78
82:57.4     	13:12:22.4         	-53.75	3.12   	-49.69
82:58.2     	13:12:23.2         	-53.77	3.15   	-49.51
82:59.1     	13:12:24.1         	-53.78	3.21   	-49.38
83:00.0     	13:12:25.0         	-53.77	3.24   	-49.23
83:00.9     	13:12:25.9         	-53.77	3.29   	-49.21
83:01.8     	13:12:26.8         	-53.76	3.28   	-49.15
83:02.7     	13:12:27.7         	-53.75	3.28   	-49.19
83:03.6     	13:12:28.6         	-53.76	3.25   	-49.31
83:04.5     	13:12:29.5         	-53.75	3.19   	-49.33
83:05.5     	13:12:30.5         	-53.74	3.16   	-49.45
83:06.3     	13:12:31.3         	-53.75	3.11   	-49.51
83:07.2     	13:12:32.2         	-53.76	3.08   	-49.58
83:08.1     	13:12:33.1         	-53.77	3.05   	-49.67
83:09.0     	13:12:34.0         	-53.77	3.01   	-49.80
83:09.9     	13:12:34.9         	-53.79	2.95   	-49.94
83:10.8     	13:12:35.8         	-53.80	2.90   	-50.01
83:11.7     	13:12:36.7         	-53.80	2.87   	-50.12
83:12.6     	13:12:37.6         	-53.77	2.81   	-50.32
83:13.5     	13:12:38.5         	-53.72	2.71   	-50.55
83:14.3     	13:12:39.3         	-53.68	2.61   	-50.67
83:15.2     	13:12:40.2         	-53.63	2.55   	-50.81
83:16.1     	13:12:41.1         	-53.65	2.52   	-50.87
83:17.0     	13:12:42.0         	-53.69	2.52   	-50.80
83:17.9     	13:12:42.9         	-53.75	2.55   	-50.72
83:18.8     	13:12:43.8         	-53.75	2.57   	-50.78
83:19.8     	13:12:44.8         	-53.73	2.54   	-50.95
83:20.7     	13:12:45.7         	-53.72	2.48   	-51.04
83:21.6     	13:12:46.6         	-53.70	2.45   	-51.13
83:22.4     	13:12:47.4         	-53.72	2.43   	-51.11
83:23.3     	13:12:48.3         	-53.75	2.45   	-50.90
83:24.2     	13:12:49.2         	-53.77	2.52   	-50.69
83:25.1     	13:12:50.1         	-53.78	2.60   	-50.39
83:26.0     	13:12:51.0         	-53.79	2.69   	-50.19
83:26.9     	13:12:51.9         	-53.81	2.76   	-50.10
83:27.8     	13:12:52.8         	-53.82	2.79   	-50.00
83:28.7     	13:12:53.7         	-53.83	2.82   	-50.05
83:29.6     	13:12:54.6         	-53.83	2.79   	-50.17
83:30.4     	13:12:55.4         	-53.81	2.73   	-50.45
83:31.3     	13:12:56.3         	-53.78	2.63   	-50.61
83:32.2     	13:12:57.2         	-53.72	2.54   	-50.73
83:33.2     	13:12:58.2         	-53.68	2.49   	-50.87
83:34.1     	13:12:59.1         	-53.65	2.44   	-50.94
83:35.0     	13:13:00.0         	-53.64	2.42   	-50.98
83:35.9     	13:13:00.9         	-53.66	2.42   	-50.93
83:36.8     	13:13:01.8         	-53.65	2.44   	-50.78
83:37.7     	13:13:02.7         	-53.65	2.48   	-50.65
83:38.5     	13:13:03.5         	-53.67	2.52   	-50.52
83:39.4     	13:13:04.4         	-53.67	2.56   	-50.48
83:40.3     	13:13:05.3         	-53.70	2.58   	-50.47
83:41.2     	13:13:06.2         	-53.73	2.59   	-50.33
83:42.1     	13:13:07.1         	-53.74	2.64   	-50.18
83:43.0     	13:13:08.0         	-53.74	2.68   	-50.01
83:43.9     	13:13:08.9         	-53.73	2.73   	-49.95
83:44.8     	13:13:09.8         	-53.71	2.74   	-49.92
83:45.7     	13:13:10.7         	-53.67	2.73   	-49.98
83:46.7     	13:13:11.7         	-53.65	2.69   	-50.06
83:47.5     	13:13:12.5         	-53.62	2.65   	-50.06
83:48.5     	13:13:13.5         	-53.61	2.64   	-50.21
83:49.3     	13:13:14.3         	-53.60	2.58   	-50.35
83:50.2     	13:13:15.2         	-53.58	2.53   	-50.49
83:51.1     	13:13:16.1         	-53.57	2.48   	-50.67
83:52.0     	13:13:17.0         	-53.55	2.41   	-50.74
83:52.9     	13:13:17.9         	-53.53	2.38   	-50.87
83:53.8     	13:13:18.8         	-53.53	2.35   	-51.11
83:54.6     	13:13:19.6         	-53.51	2.27   	-51.23
83:55.6     	13:13:20.6         	-53.50	2.23   	-51.36
83:56.5     	13:13:21.5         	-53.49	2.20   	-51.43
83:57.3     	13:13:22.3         	-53.46	2.17   	-51.47
83:58.2     	13:13:23.2         	-53.43	2.15   	-51.56
83:59.2     	13:13:24.2         	-53.40	2.12   	-51.58
84:00.1     	13:13:25.1         	-53.37	2.11   	-51.57
84:01.0     	13:13:26.0         	-53.37	2.12   	-51.58
84:01.9     	13:13:26.9         	-53.37	2.11   	-51.56
84:02.8     	13:13:27.8         	-53.36	2.12   	-51.55
84:03.7     	13:13:28.7         	-53.37	2.13   	-51.56
84:04.6     	13:13:29.6         	-53.36	2.12   	-51.56
84:05.4     	13:13:30.4         	-53.36	2.12   	-51.63
84:06.3     	13:13:31.3         	-53.37	2.10   	-51.68
84:07.2     	13:13:32.2         	-53.36	2.08   	-51.71
84:08.1     	13:13:33.1         	-53.36	2.08   	-51.74
84:09.0     	13:13:34.0         	-53.36	2.07   	-51.67
84:09.9     	13:13:34.9         	-53.36	2.09   	-51.63
84:10.8     	13:13:35.8         	-53.39	2.11   	-51.52
84:11.7     	13:13:36.7         	-53.41	2.15   	-51.33
84:12.6     	13:13:37.6         	-53.45	2.21   	-51.09
84:13.4     	13:13:38.4         	-53.48	2.29   	-50.75
84:14.4     	13:13:39.4         	-53.53	2.40   	-50.45
84:15.3     	13:13:40.3         	-53.57	2.50   	-50.13
84:16.2     	13:13:41.2         	-53.61	2.60   	-50.08
84:17.1     	13:13:42.1         	-53.66	2.63   	-50.08
84:18.0     	13:13:43.0         	-53.69	2.63   	-50.10
84:18.9     	13:13:43.9         	-53.74	2.63   	-50.10
84:19.8     	13:13:44.8         	-53.78	2.64   	-50.08
84:20.7     	13:13:45.7         	-53.82	2.66   	-49.89
84:21.5     	13:13:46.5         	-53.84	2.72   	-49.62
84:22.4     	13:13:47.4         	-53.88	2.80   	-49.59
84:23.3     	13:13:48.3         	-53.88	2.80   	-49.76
84:24.2     	13:13:49.2         	-53.88	2.74   	-49.94
84:25.1     	13:13:50.1         	-53.90	2.69   	-49.92
84:26.0     	13:13:51.0         	-53.94	2.70   	-49.68
84:26.9     	13:13:51.9         	-53.94	2.78   	-49.57
84:27.9     	13:13:52.9         	-53.93	2.79   	-49.66
84:28.8     	13:13:53.8         	-53.89	2.73   	-49.86
84:29.6     	13:13:54.6         	-53.86	2.64   	-50.23
84:30.5     	13:13:55.5         	-53.82	2.51   	-50.49
84:31.4     	13:13:56.4         	-53.79	2.43   	-50.71
84:32.3     	13:13:57.3         	-53.83	2.38   	-50.77
84:33.2     	13:13:58.2         	-53.91	2.39   	-50.63
84:34.1     	13:13:59.1         	-54.02	2.46   	-50.36
84:35.0     	13:14:00.0         	-54.07	2.54   	-50.42
84:35.9     	13:14:00.9         	-54.04	2.50   	-50.82
84:36.8     	13:14:01.8         	-54.01	2.38   	-51.05
84:37.6     	13:14:02.6         	-54.04	2.33   	-51.00
84:38.6     	13:14:03.6         	-54.10	2.36   	-50.79
84:39.5     	13:14:04.5         	-54.01	2.41   	-50.54
84:40.3     	13:14:05.3         	-54.01	2.46   	-50.54
84:41.3     	13:14:06.3         	-53.92	2.42   	-50.63
84:42.2     	13:14:07.2         	-53.85	2.39   	-50.72
84:43.1     	13:14:08.1         	-53.84	2.37   	-50.45
84:44.0     	13:14:09.0         	-53.82	2.44   	-50.14
84:44.9     	13:14:09.9         	-53.76	2.49   	-50.08
84:45.8     	13:14:10.8         	-53.66	2.47   	-50.22
84:46.7     	13:14:11.7         	-53.59	2.40   	-50.43
84:47.6     	13:14:12.6         	-53.56	2.33   	-50.58
84:48.4     	13:14:13.4         	-53.53	2.27   	-50.74
84:49.3     	13:14:14.3         	-53.52	2.23   	-50.91
84:50.2     	13:14:15.2         	-53.48	2.17   	-51.03
84:51.1     	13:14:16.1         	-53.45	2.13   	-51.08
84:52.0     	13:14:17.0         	-53.42	2.11   	-51.07
84:52.9     	13:14:17.9         	-53.39	2.11   	-51.05
84:53.8     	13:14:18.8         	-53.39	2.11   	-50.99
84:54.7     	13:14:19.7         	-53.39	2.13   	-50.90
84:55.7     	13:14:20.7         	-53.43	2.18   	-50.64
84:56.5     	13:14:21.5         	-53.45	2.26   	-50.25
84:57.4     	13:14:22.4         	-53.45	2.36   	-50.02
84:58.3     	13:14:23.3         	-53.46	2.43   	-50.01
84:59.2     	13:14:24.2         	-53.47	2.42   	-50.15
85:00.1     	13:14:25.1         	-53.45	2.36   	-50.40
85:01.0     	13:14:26.0         	-53.41	2.27   	-50.57
85:01.9     	13:14:26.9         	-53.44	2.24   	-50.38
85:02.8     	13:14:27.8         	-53.46	2.29   	-50.32
85:03.7     	13:14:28.7         	-53.42	2.39   	-50.43
85:04.5     	13:14:29.5         	-53.38	2.24   	-50.62
85:05.4     	13:14:30.4         	-53.37	2.20   	-50.74
85:06.3     	13:14:31.3         	-53.38	2.17   	-50.67
85:07.2     	13:14:32.2         	-53.47	2.20   	-50.57
85:08.1     	13:14:33.1         	-53.47	2.24   	-50.29
85:09.0     	13:14:34.0         	-53.48	2.32   	-50.00
85:09.9     	13:14:34.9         	-53.51	2.41   	-49.89
85:10.9     	13:14:35.9         	-53.53	2.44   	-49.76
85:11.8     	13:14:36.8         	-53.51	2.46   	-49.66
85:12.6     	13:14:37.6         	-53.50	2.48   	-49.68
85:13.5     	13:14:38.5         	-53.50	2.45   	-49.81
85:14.4     	13:14:39.4         	-53.49	2.40   	-50.12
85:15.3     	13:14:40.3         	-53.51	2.31   	-50.36
85:16.2     	13:14:41.2         	-53.53	2.25   	-50.46
85:17.1     	13:14:42.1         	-53.59	2.25   	-50.46
85:18.0     	13:14:43.0         	-53.63	2.25   	-50.63
85:18.9     	13:14:43.9         	-53.65	2.24   	-50.63
85:19.8     	13:14:44.8         	-53.64	2.20   	-50.72
85:20.6     	13:14:45.6         	-53.61	2.17   	-50.77
85:21.6     	13:14:46.6         	-53.62	2.16   	-50.80
85:22.4     	13:14:47.4         	-53.61	2.15   	-50.69
85:23.3     	13:14:48.3         	-53.62	2.19   	-50.44
85:24.2     	13:14:49.2         	-53.65	2.27   	-50.16
85:25.2     	13:14:50.2         	-53.68	2.36   	-49.93
85:26.1     	13:14:51.1         	-53.71	2.43   	-49.94
85:27.0     	13:14:52.0         	-53.70	2.41   	-50.10
85:27.9     	13:14:52.9         	-53.64	2.33   	-50.36
85:28.8     	13:14:53.8         	-53.58	2.24   	-50.57
85:29.7     	13:14:54.7         	-53.52	2.16   	-50.66
85:30.6     	13:14:55.6         	-53.47	2.13   	-50.70
85:31.4     	13:14:56.4         	-53.46	2.13   	-50.67
85:32.3     	13:14:57.3         	-53.56	2.15   	-50.39
85:33.2     	13:14:58.2         	-53.56	2.24   	-50.09
85:34.1     	13:14:59.1         	-53.56	2.31   	-49.96
85:35.0     	13:15:00.0         	-53.52	2.32   	-50.05
85:35.9     	13:15:00.9         	-53.47	2.28   	-50.26
85:36.8     	13:15:01.8         	-53.43	2.20   	-50.51
85:37.7     	13:15:02.7         	-53.41	2.14   	-50.73
85:38.7     	13:15:03.7         	-53.46	2.10   	-50.72
85:39.5     	13:15:04.5         	-53.55	2.13   	-50.36
85:40.4     	13:15:05.4         	-53.62	2.24   	-50.09
85:41.3     	13:15:06.3         	-53.65	2.31   	-50.04
85:42.2     	13:15:07.2         	-53.65	2.31   	-50.17
85:43.1     	13:15:08.1         	-53.63	2.27   	-50.30
85:44.0     	13:15:09.0         	-53.60	2.22   	-50.33
85:44.9     	13:15:09.9         	-53.60	2.21   	-50.44
85:45.8     	13:15:10.8         	-53.61	2.18   	-50.65
85:46.7     	13:15:11.7         	-53.61	2.12   	-50.94
85:47.6     	13:15:12.6         	-53.62	2.05   	-51.12
85:48.4     	13:15:13.4         	-53.62	2.00   	-51.20
85:49.3     	13:15:14.3         	-53.64	1.99   	-51.26
85:50.3     	13:15:15.3         	-53.68	1.98   	-51.31
85:51.1     	13:15:16.1         	-53.73	1.99   	-51.22
85:52.0     	13:15:17.0         	-53.74	2.02   	-50.97
85:53.0     	13:15:18.0         	-53.75	2.09   	-50.67
85:53.9     	13:15:18.9         	-53.74	2.17   	-50.40
85:54.8     	13:15:19.8         	-53.73	2.24   	-50.35
85:55.7     	13:15:20.7         	-53.74	2.25   	-50.43
85:56.5     	13:15:21.5         	-53.72	2.21   	-50.53
85:57.4     	13:15:22.4         	-53.65	2.15   	-50.62
85:58.3     	13:15:23.3         	-53.59	2.12   	-50.47
85:59.2     	13:15:24.2         	-53.58	2.17   	-50.13
86:00.1     	13:15:25.1         	-53.58	2.26   	-49.99
86:01.0     	13:15:26.0         	-53.52	2.28   	-50.13
86:01.9     	13:15:26.9         	-53.41	2.19   	-50.39
86:02.8     	13:15:27.8         	-53.31	2.09   	-50.37
86:03.7     	13:15:28.7         	-53.27	2.10   	-50.12
86:04.5     	13:15:29.5         	-53.28	2.17   	-49.88
86:05.5     	13:15:30.5         	-53.30	2.33   	-49.89
86:06.5     	13:15:31.5         	-53.26	2.20   	-50.04
86:07.3     	13:15:32.3         	-53.23	2.15   	-50.04
86:08.2     	13:15:33.2         	-53.23	2.15   	-49.83
86:09.1     	13:15:34.1         	-53.25	2.22   	-49.53
86:10.0     	13:15:35.0         	-53.28	2.31   	-49.39
86:10.9     	13:15:35.9         	-53.34	2.34   	-49.36
